0,City_0,0.0090,-68.75388,0
1,City_1,0.0090,153.73835,0
2,City_2,0.0089,16.23059,0
3,City_3,0.0089,-121.27717,0
4,City_4,0.0089,101.21506,0
5,City_5,0.0089,-36.29270,0
6,City_6,0.0089,-173.80047,0
7,City_7,0.0088,48.69177,0
8,City_8,0.0088,-88.81599,0
9,City_9,0.0088,133.67624,0
10,City_10,0.0088,-3.83152,0
11,City_11,0.0088,-141.33929,0
12,City_12,0.0088,81.15295,0
13,City_13,0.0087,-56.35481,0
14,City_14,0.0087,166.13742,0
15,City_15,0.0087,28.62966,0
16,City_16,0.0087,-108.87811,0
17,City_17,0.0087,113.61413,0
18,City_18,0.0087,-23.89363,0
19,City_19,0.0086,-161.40140,0
20,City_20,0.0086,61.09084,0
21,City_21,0.0086,-76.41693,0
22,City_22,0.0086,146.07531,0
23,City_23,0.0086,8.56754,0
24,City_24,0.0085,-128.94022,0
25,City_25,0.0085,93.55202,0
26,City_26,0.0085,-43.95575,0
27,City_27,0.0085,178.53649,0
28,City_28,0.0085,41.02872,0
29,City_29,0.0085,-96.47904,0
30,City_30,0.0084,126.01320,0
31,City_31,0.0084,-11.49457,0
32,City_32,0.0084,-149.00233,0
33,City_33,0.0084,73.48990,0
34,City_34,0.0084,-64.01786,0
35,City_35,0.0083,158.47438,0
36,City_36,0.0083,20.96661,0
37,City_37,0.0083,-116.54115,0
38,City_38,0.0083,105.95108,0
39,City_39,0.0083,-31.55668,0
40,City_40,0.0083,-169.06444,0
41,City_41,0.0082,53.42779,0
42,City_42,0.0082,-84.07997,0
43,City_43,0.0082,138.41226,0
44,City_44,0.0082,0.90450,0
45,City_45,0.0082,-136.60326,0
46,City_46,0.0081,85.88897,0
47,City_47,0.0081,-51.61879,0
48,City_48,0.0081,170.87344,0
49,City_49,0.0081,33.36568,0
50,City_50,0.0081,-104.14208,0
51,City_51,0.0081,118.35015,0
52,City_52,0.0080,-19.15761,0
53,City_53,0.0080,-156.66538,0
54,City_54,0.0080,65.82686,0
55,City_55,0.0080,-71.68090,0
56,City_56,0.0080,150.81133,0
57,City_57,0.0080,13.30357,0
58,City_58,0.0079,-124.20420,0
59,City_59,0.0079,98.28804,0
60,City_60,0.0079,-39.21973,0
